scaffold,n_molecules,split
c1ccc2c(c1)c1c3n2CCN[C@@H]3CCC1,1,train
O=c1[nH]c2ncccc2c(=O)n1-c1ccccc1,1,train
O=C(Nc1ccccn1)[C@@H]1C[C@H]2CC[C@@H]1C2,1,train
c1ccnnc1,1,train
c1nc(N2CCCCC2)nc(N2CCCCC2)n1,1,train
c1cncc(-c2nnn(CN3CCCCC3)n2)c1,1,train
O=C1C2CCC3(CCCCC13)C2,1,train
O=c1cc(-c2ccccc2)[nH]nc1-c1ccccc1,1,train
O=C(CC1OCCO1)NNC1=CCCCC1,1,train
O=c1cnc2cc3ccccc3cc2[nH]1,1,train
O=C(Nc1ccc(-c2ncco2)cc1)c1cccnc1,1,train
O=C([C@H]1CCCCN1C(=O)c1ccoc1)N1CCOCC1,1,train
c1ccc(-c2ccccc2OCCN2CCCC2)cc1,1,train
c1ccc(-c2nc3nncn3[nH]2)cc1,1,train
O=C(Nc1cnccn1)c1ccccc1,1,train
O=C1C=CCC(c2ccccc2)C1,1,train
c1ccc2[nH]c(-c3cnon3)nc2c1,1,train
C1=CCCCCC(N2CCCC2)=C1,1,train
O=C(CCC(=O)NCc1ccco1)NCc1ccccn1,1,train
O=C1C=C(N2CCCCC2)CCC1,1,train
c1cc2c(cc1C1CCCCN1)OCCO2,1,train
O=C(NCCC(=O)N1CCOCC1)c1cnccn1,1,train
c1ccc2[nH]c(NCc3ccncc3)nc2c1,1,train
O=C1[C@@H]2C[C@H]3C=C[C@]2(CN1c1ccon1)O3,1,train
O=C(NN=CC=Cc1ccccc1)c1n[nH]c2c1CCCC2,1,train
O=C1CCC(=O)N1,1,train
O=C1CCCCCC[C@]12O[C@H]2c1ccccc1,1,train
O=C(Nc1ccccc1)OCC1CCCO1,1,train
c1ccc2c(c1)CCc1cc3c(ccc4ccccc43)cc1-2,1,train
c1ccc(Cn2ccc(-c3ccccc3)n2)cc1,1,train
C(=Cc1ccccc1)CN1CCN(c2ccccc2)CC1,1,train
c1ccc2c(c1)CC[C@H]1C2CCC2CCCC21,1,train
O=c1[nH]c2c(c(=O)[nH]1)[C@H](c1ccccc1)C=CO2,1,train
O=C(CCc1ccccc1)c1cnc2cncnc2n1,1,train
O=C1CC(CC[C@@H]2CCCCC2=O)CC(=O)N1,1,train
O=C1C=C(c2ccccc2)CN1,1,train
O=C(C=Cc1ccccc1)Nn1cnnc1,1,train
O=c1ncccn1C1OC2COC1C2,1,train
c1coc(Cn2cc3cnncc3c2)c1,1,train
O=C(c1cocn1)N1CCc2ccccc21,1,train
O=C(Cc1ccco1)Nc1ccc2c(c1)OCCO2,1,train
O=C(CNC[C@@H]1CCCO1)Nc1ccon1,1,train
c1cncc(C2=NCCO2)c1,1,train
O=C(/C=C/c1ccccc1)OCC(=O)c1ccccc1,1,train
O=C(NN=Cc1ccco1)C1C2CCCCC21,1,train
C=C1CN=C2C(CCN2c2ccccc2)C1=O,1,train
O=c1ccccn1N=C1CCCCC1,1,train
O=C(Cc1cccc2ccccc12)Nc1ccccn1,1,train
O=C1C=C(c2ccccc2)[C@H]2CC[C@@H]1N2,1,train
c1ccc2c(c1)N[C@H]1NCCC21,1,train
O=C(NN=C1C2CC3CC(C2)CC1C3)c1ccncc1,1,train
O=C(c1ccccc1)N1N=CC[C@H]1c1ccccc1,1,train
O=c1[nH]c(Nc2ccccc2)cc2ccccc12,1,train
O=C(NN=Cc1ccccc1)c1cnccn1,1,train
O=c1ccn(OCc2ccccc2)c(=O)[nH]1,1,train
c1ccc2c(c1)CCN=C2Nn1cnnc1,1,train
O=C(COc1cccc2ccccc12)Nc1ccccc1,1,train
O=C(CCc1ccccc1)NN1C(=O)c2ccccc2C1=O,1,train
c1ccc2c(c1)CCc1cc3c4c(ccc3cc1-2)CCCC4,1,train
C(=Cc1ccccc1)CNCc1ccccc1,1,train
O=c1ccc2cccc3ccc1n23,1,train
O=C1CC2CCCN3CCc4cccc1c4C23,1,train
O=C1CC2(C(=O)NCC3CCCO3)CCC1C2,1,train
c1ccc(C(CC2CCCCN2)c2ccccc2)cc1,1,train
c1ccc(-c2cc(CN3CCCCC3)on2)cc1,1,train
C(=NC1c2ccccc2-c2ccccc21)c1ccco1,1,train
C(=Nn1cnnc1-n1cccn1)c1ccccc1,1,train
c1ccc(NCn2nnc3ccccc32)cc1,1,train
O=c1nc[nH]c2cc3ccccc3cc12,1,train
c1ccn(C2CCCCC2)c1,1,train
c1ncc2c(n1)CC1CCCNC1C2,1,train
c1ccc(C(c2ccccc2)N2CCNCC2)cc1,1,train
c1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45,1,train
O=C1CC(=O)O[C@H](C#Cc2ccccc2)C1,1,train
C(=C[n+]1ccccc1)c1ccccc1,1,train
c1ccc(CNc2ccnc3nnnn23)cc1,1,train
C(=Nc1ccccn1)c1c2ccccc2cc2ccccc12,1,train
O=C(Cc1ccccc1)Nn1cnnc1,1,train
c1ccc(-n2ncc3cncnc32)cc1,1,train
O=C1COCO1,1,train
O=C(Nc1c[nH]c(=O)[nH]c1=O)C12CC3CC(CC(C3)C1)C2,1,train
O=C(Nc1ccccc1)c1cnn2cccnc12,1,train
O=c1c2ccccc2[nH]c2ccccc12,1,train
c1ccc(OCCOc2ccccc2)cc1,1,train
O=C1CC=NC(=O)N1,1,train
O=C1c2cccc3ccc4ccc5cccc1c5c4c23,1,train
O=c1cc2[nH]c3ccccc3c(=O)n2nc1-c1ccccc1,1,train
O=C1CCCN1C(=O)c1ccccc1,1,train
O=C1OCCN1n1cnnc1,1,train
N=C1C=NN(c2ccccc2)C1=O,1,train
C(=C1CCNCC1)C1CCNCC1,1,train
O=C(C(=Cc1ccccc1)n1ccccc1=O)N1CCCC1,1,train
c1ccc(-c2cn3cccnc3n2)cc1,1,train
O=C(Nc1cccnc1)N1CCc2cc3[nH]ccc3cc21,1,train
O=C(Nc1ccccc1)Nc1cccnc1,1,train
c1ccc(NCc2c[nH]c3ccccc23)nc1,1,train
O=C1C=C(NC2CC2)C[C@H](c2ccccc2)C1,1,train
O=C1O[C@@]2(C(=O)NC3CCCCC3)CCC1C2,1,train
c1ccc2nc(N3CCOCC3)cnc2c1,1,train
c1ccc(C2=NN[C@H](c3ccccc3)C2)cc1,1,train
O=C1C[C@@H]2CCCC(C2)O1,1,train
C1=CC(c2ccccc2)C=CNC1,1,train
C1=CC2CCCCC=C2CC1,1,train
c1ccc(-c2nc3cnc4ccccc4c3o2)cc1,1,train
O=C(/C(=C\c1ccco1)c1ccccc1)N1CCOCC1,1,train
O=C(Nc1ccccc1)NC1CC1,1,train
c1ccc(Oc2cc[nH+]cn2)cc1,1,train
C=C1C(=O)OC2CC3CC(=O)C=CC3CC12,1,train
O=C(CCCCCCCCC(=O)N1CC1)N1CC1,1,train
C(=CC1(c2ccncc2)OCCO1)c1ccccc1,1,train
O=C(NCc1ccccc1)C1(c2ccccc2)CCOCC1,1,train
C1C2CC3CC1CC(CCC14CC5CC(CC(C5)C1)C4)(C2)C3,1,train
c1ccc2c(c1)ccc1[nH]c3ccc4ccccc4c3c12,1,train
O=C1NC(=O)N(C2CCCCC2)C(=O)C1C1CCCCC1,1,train
O=C1C(=NNc2ccccc2)C(=O)[C@H]2C=CC=C[C@H]12,1,train
c1coc(-c2ccc(-n3cnnn3)cc2)c1,1,train
O=C(NN=C1CCCCC1)c1cc[nH]n1,1,train
c1ccc(COc2ccccc2CN2CCNCC2)cc1,1,train
O=C1NC(=O)C(C2C(=O)NC(=O)NC2=O)C(=O)N1,1,train
C(=C1NCCc2ccccc21)c1ccccc1,1,train
c1ccc(Cn2ncc3ccccc32)cc1,1,train
C1NCNCNCN1,1,train
O=C1CC=CC=CN1CCN1CCCCCC1,1,train
O=C(CC1CCCCC1)NC1CCCCCCC1,1,train
O=C1C[C@@H](N2C(=O)CCC2=O)[C@H]2CO[C@@H]1O2,1,train
c1ccc(COc2ncnc3nccnc23)cc1,1,train
O=C(c1ccc(-c2ccccc2)cc1)N1CCNCC1,1,train
O=C1CCCN1C1CCCC1,1,train
c1ccc2c(c1)CCCCC2=NNc1nc2ccccc2[nH]1,1,train
c1ccc2[nH]c(Cc3nc4ccccc4[nH]3)nc2c1,1,train
c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21,1,train
O=C1NCC(c2c[nH]cn2)C1Cc1ccccc1,1,train
O=C1Nc2ccccc2C1=CC1=Cc2ccccc2OC1,1,train
O=C(NCc1ccccc1)c1cc(=O)c2ccccc2o1,1,train
C(=Nn1cncn1)c1ccccc1,1,train
O=c1ccn(COCCOc2ccccc2)c(=O)[nH]1,1,train
c1ccc2nc3ncccc3cc2c1,1,train
c1ccc([C@H]2OC[C@H](CN3CCCC3)O2)cc1,1,train
O=c1nc[nH]c2c(C3CCCO3)c[nH]c12,1,train
c1ccc2c(c1)ccc1cc3c4c(ccc3cc12)CCCC4,1,train
c1cc(-c2ccc[nH]2)cc(-c2ccc[nH]2)c1,1,train
O=C1COC(n2cnc3cncnc32)C1,1,train
c1ccc2[nH+]cccc2c1,1,train
O=C1CCCCCCCC=CCCCCCCC1,1,train
O=C1CCCCCCCCCCCCCCCO1,1,train
O=c1c2ccc3cccc4c(=O)cc(c5ccccc15)-c2c34,1,train
O=C(c1ccccn1)N1CCCN1,1,train
O=C(COc1ccccc1)NCc1ccccn1,1,train
O=C1C=CCC2CCCC2C=CCCCCO1,1,train
N=C1CCC=CCCC1OC(=O)c1ccccc1,1,train
O=C1CCCc2occc21,1,train
c1ccc(O[C@H]2OCCO[C@H]2Oc2ccccc2)cc1,1,train
O=C1NCC(c2c[nH]cn2)C1=Cc1ccccc1,1,train
O=C(C=C1CCCCCCC1)NCc1ccco1,1,train
O=C1OC2CCC3C4(CCC13C2)OCCO4,1,train
O=C(NCc1ccccc1)c1cc2ccccc2[nH]1,1,train
c1ccc2c(c1)ccc1cc3ccc4ccccc4c3cc12,1,train
O=C(CCC(=O)Nn1cnnc1)Nn1cnnc1,1,train
c1ccc2c(N3CCNCC3)cccc2c1,1,train
O=c1[nH]c(=O)c2ncn(C3CCCO3)c2[nH]1,1,train
O=C(Cc1ccccc1)NN1C(=O)c2ccccc2C1=O,1,train
O=C1C=C(Nc2ccccc2)C[C@H](c2ccco2)C1,1,train
O=C(CN1CCCCC1)NCc1ccccc1,1,train
C(=NNc1nc2ccccc2o1)c1ccccc1,1,train
O=C1C=Cc2ccc3c4c(ccc1c24)C(=O)C=C3,1,train
C1CCN2CCCC2C1,1,train
O=C1CC[C@H](c2ccccc2)N1,1,train
O=C(Nc1ccccc1)OC[C@@H]1COCO1,1,train
O=C(Oc1ccccc1)N1CCNCC1,1,train
c1ccc2c(c1)CC1C3OC(c4ccccc43)C1C2,1,train
O=C(c1cccc2ccccc12)n1cnc2ccccc21,1,train
O=C1NC2(CCCCC2)C(=O)N1CC1CO1,1,train
c1ccc(CNCCOc2cccc3c2OCCO3)cc1,1,train
c1ccc2c(c1)Cc1cccnc1N1CCNCC21,1,train
c1ccc(CN(Cc2ccco2)C2CC2)cc1,1,train
O=C(COc1ccc2ccccc2c1)Nn1cnnc1,1,train
O=C1C2CN3CC1CN(C2)C31CCOCC1,1,train
O=C1C=CC(=Cc2ccccc2)C1=O,1,train
O=C(NCCc1cnc[nH]1)c1ccccc1,1,train
O=C(NN=Cc1ccccn1)c1cccnc1,1,train
O=C1O[C@]2(C(=O)NCc3ccco3)CCC1C2,1,train
c1ccc2[nH]c(Cn3cccn3)nc2c1,1,train
O=C(C=Cc1ccccc1)Nc1ccc(-c2ccccc2)cc1,1,train
c1ccc2c(c1)nc1cc3c(cn12)CCC3,1,train
c1ccc(O[C@H]2CCCCO2)cc1,1,train
C1=C2C(CCC3CCCC23)c2ccccc2C1,1,train
c1ccc(OCCCN2CCOCC2)cc1,1,train
c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,1,train
c1ccc2c(c1)C[C@@H]1NCC[C@@]23CCCCC13,1,train
c1ccc(CCc2cn3ccccc3n2)cc1,1,train
c1cn(C2CCCO2)cn1,1,train
O=C(CC(c1ccccc1)c1ccccc1)N1C=NCC1,1,train
N=C1CCCCCCC1,1,train
c1cnc(Oc2cccnc2)nc1,1,train
O=C1C=C[N+](c2ccccn2)=C2C=CC=NC12,1,train
c1ccc(-c2cncnc2)cc1,1,train
O=c1cccccc1N=NC=C1C=CNC=C1,1,train
c1ccc(CCCc2nc3ccccc3[nH]2)cc1,1,train
O=C(C=Cc1ccccc1)C=Cc1ccccc1,1,train
O=C(CC1CCCC1)NCc1ccncc1,1,train
O=C1C2CC(CN3CCCCC23)C2=CCCCN12,1,train
O=c1cnn([C@H]2CCCO2)c(=O)[nH]1,1,train
O=C1CCCN1C(c1ccccc1)c1ccccc1,1,train
O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,1,train
O=C(c1ccc2ccccc2c1)C12CN3CN(CN(C3)C1)C2,1,train
N=C1C2(C=CCCC2)NC(=O)C12CCCCC2,1,train
O=C(C=Cc1ccccc1)NC1CC1,1,train
O=C(NNc1ccccc1)Nc1cccc2ccccc12,1,train
c1ccc(-c2cnccc2-c2ccco2)cc1,1,train
c1ccc2c(CCC3CCCN3)c[nH]c2c1,1,train
O=C1ON=C(c2ccccc2)C1=Cc1ccco1,1,train
c1ccc(C2=NCCN2)cc1,1,train
O=C1C2CCC(C2)C(=O)N1CN1CCCCC1,1,train
O=C(N=CN1CCCCC1)c1ccco1,1,train
O=C(c1ccc2ccccc2n1)N1CCNCC1,1,train
O=C1NC(=O)C(=Cc2ccccc2)N1,1,train
C(=Cc1ccccc1)C=Nc1ccccc1,1,train
c1ccc2c(c1)ccc1c3ccccc3[nH]c21,1,train
c1ccc(C2CCCc3ccccc32)cc1,1,train
O=C([C@@H]1CCCCN1C(=O)c1ccoc1)N1CCCC1,1,train
O=C1C[C@H]2CC[C@]1(C(=O)N1CCOCC1)C2,1,train
O=c1[nH]cc(N=Cc2ccncc2)c(=O)[nH]1,1,train
O=C1CCCc2[nH]nc(Cc3ccccc3)c21,1,train
O=c1ncnc2n(CCOc3ccccc3)[nH]cc1-2,1,train
O=C(COc1ccccc1)N=C1CC2CCC1C2,1,train
O=c1ccc(=O)n(CNc2ccccc2)[nH]1,1,train
O=c1[nH][nH]c2c(c1=O)CCC2=Cc1ccccc1,1,train
O=C(Cn1ccnc1)N1CCOCC1,1,train
c1ccc(Oc2ccc(-c3ncncn3)cc2)cc1,1,train
O=C1Nc2ccccc2C1=Cc1ccccc1,1,train
O=C(CNC(=O)C1CCCCC1)NC1CCCCC1,1,train
c1ccc2c(c1)ccc1c3cccnc3ccc21,1,train
C1CCC(N2CCC(N3CCNCC3)CC2)C1,1,train
O=C(c1ccc2c(c1)OCO2)N1C=NCC1,1,train
c1ccc2c(c1)CNCc1ccccc1-2,1,train
c1ccc(-c2cc3[nH]ccc3o2)cc1,1,train
O=c1nc[nH]c2c1CCCC2,1,train
O=C(COc1ccccc1)NNC(=O)C1[C@@H]2CCCC[C@@H]12,1,train
O=c1c2ccccc2nc(-c2ccco2)n1-c1cccnc1,1,train
O=C(Nc1nnc(-c2ccccc2)o1)c1ccccc1,1,train
c1ccc(Cc2nc3ccccc3o2)cc1,1,train
O=C(Nc1ccon1)c1ccccc1,1,train
O=C(C=Cc1ccco1)OCCOC(=O)c1ccccc1,1,train
O=C(NNC(=O)[C@H]1CC12CCC2)[C@H]1C[C@@H]1c1ccccc1,1,train
O=C1C[C@H](NCCc2ccccn2)C(=O)N1c1ccccc1,1,train
O=C(NC1CC1)[C@H](Cc1ccccc1)c1ccccc1,1,train
c1ccc2c(c1)ccc1ccoc12,1,train
O=C(C=C1CCCCCC1)NCc1ccco1,1,train
O=C(Nc1c2ccccc2nc2ccccc12)c1cccnc1,1,train
c1nc[nH]n1,1,train
O=C1c2ccccc2-c2ccc3ccccc3c21,1,train
O=C(Cc1ccccc1)Oc1ccccc1,1,train
O=C(Cc1ccccc1)NCc1ccccn1,1,train
c1n[nH]c2c1CC1NCCCC1C2,1,train
c1ccc(-c2ccc3c(ccc4ccccc43)n2)cc1,1,train
c1ccc(N=Nc2cncnc2)cc1,1,train
O=C(CCc1ccccc1)NNc1ccccc1,1,train
O=C1NC(=O)[C@@]2(N1)Nc1ccccc1NC2=O,1,train
O=C(/C=C/c1ccccc1)Oc1cc(=O)oc2ccccc12,1,train
O=C(CCc1ccccc1)NC1CCCCC1,1,train
O=C(NC1CCCCC1)NC1CCCCC1,1,train
O=C1OC2CC1C1CC3OC34C(=O)OC2C14,1,train
c1ccc(CNC2CCCC2)cc1,1,train
O=c1[nH]c(=O)c2nc(-c3ccccc3)c(=O)[nH]c2[nH]1,1,train
O=C1NC(=O)N(c2ccccc2)C(=O)/C1=C\c1ccccc1,1,train
O=C(Nc1c[nH]c(=O)[nH]c1=O)c1ncn[nH]1,1,train
N=C1C(=N)c2ccccc2-c2ccccc21,1,train
O=C1C[C@@H](Nc2ccccc2)C(=O)N1,1,train
c1coc(CNc2ccncn2)c1,1,train
O=c1nc[nH]cc1N=Cc1ccccc1,1,train
c1ccc(CN2CCC[C@@]3(CCCNC3)C2)cc1,1,train
O=C1Nc2ccccc2C12OCCCO2,1,train
O=C(Nc1ccccc1)ON=Cc1ccccc1,1,train
c1cncc(Cc2c[nH]c3ccccc23)c1,1,train
c1ccc2c(c1)CC(c1ccncc1)N2,1,train
c1cn([C@H]2CCCO2)cn1,1,train
O=C(NN=C1CCCCC1)c1n[nH]c2c1CCCC2,1,train
O=c1cccc2n1C[C@H]1CNC[C@@H]2C1,1,train
c1ccc([C@@H]2OC[C@@H](CN3CCCC3)O2)cc1,1,train
c1ccc(COOCc2ccccc2)cc1,1,train
O=C(NCCN1CCNCC1)c1ccccc1,1,train
N=c1occc2ccccc12,1,train
O=C1NC(=O)C(=O)N1,1,train
O=C(CC1CCCC1)N1CCCCC1,1,train
O=C1CC[C@H](c2cccc3ccccc23)N1,1,train
O=C(c1cc2ccccc2oc1=O)N1CCCCC1,1,train
C1C[C@H]2OCC[C@H]2O1,1,train
O=C1CCCc2c1cnc1c2ccc2ccccc21,1,train
O=C1C(=Nc2ccccc2)c2cccc3cccc1c23,1,train
O=C1CCC(=O)N1Cc1ccccc1,1,train
O=c1[nH]c(=O)c2c(nc3n2CCN3c2ccccc2)[nH]1,1,train
c1ccc2c(c1)N=C(N1CCOCC1)Nc1ccccc1-2,1,train
O=C(Nc1ccc2c(c1)OCCO2)c1cn[nH]c1,1,train
O=C(Cc1cccc2ccccc12)NCc1cccnc1,1,train
C1=Nc2ccccc2Oc2ccccc21,1,train
N=c1cc[nH]nc1,1,train
c1ncn(Cc2ccc3[nH]ccc3c2)n1,1,train
O=C(CCc1ccccc1)OC1CC2CCC(C1)N2,1,train
O=C(OC(=O)c1ccccc1)c1ccccc1,1,train
O=c1[nH]c(N2CCCCCC2)cc2ccccc12,1,train
c1ccc(-c2nnn(CCOc3cnon3)n2)cc1,1,train
c1coc(-c2nnco2)c1,1,train
O=C(Nc1ccnn1-c1nc2ccccc2[nH]1)C1CC1,1,train
c1ccc(-c2cnccc2-c2ccncc2)cc1,1,train
O=C1c2ccc3c4c(ccc(c24)C(=O)N1c1ccccc1)CC3,1,train
O=C(Nc1ccc(N2CCCC2)cc1)c1ccccc1,1,train
O=C(NN=C1CCNCC1)c1cccc2ccccc12,1,train
O=c1ccc2cc3c4c(c2o1)CCCN4CCC3,1,train
O=C(Cc1ccccc1)OCCN1CCOCC1,1,train
O=C(/C=C/c1ccco1)Nc1ncccn1,1,train
c1ccc(CNc2c3c(nc4ccccc24)CCCC3)cc1,1,train
O=C1C2CCC(C2)C(=O)N1CN1CCOCC1,1,train
c1ccc2cc(Cn3cnc4ccccc43)ccc2c1,1,train
c1ccn(-c2ccc3c(c2)OCO3)c1,1,train
O=c1[nH]c2ccccc2nc1-c1ccccc1,1,train
O=C(NCc1ccco1)c1ccc2c(c1)CCO2,1,train
c1ccc(Nc2nc[nH]n2)cc1,1,train
O=C1OC2(C(=O)Nc3ccncc3)CCC1C2,1,train
O=C1NC(=O)c2c1cnc1ccccc21,1,train
c1ccc(Oc2ccc(-c3ccccc3)cc2)cc1,1,train
O=C(c1ccccc1)[C@@H](Nc1ccccn1)c1ccccc1,1,train
C1=CCCCCC=CCC1,1,train
O=C(COc1cccc2ccccc12)NC1CCCCCC1,1,train
O=C(Cc1ccccc1)NN=Cc1cccnc1,1,train
O=C1COC/C1=C/Nc1ccccc1,1,train
O=C(CC(=O)c1ccccc1)Nc1ccccc1,1,train
O=C(Nc1ccc2ccc(=O)oc2c1)C1CCCN1,1,train
O=c1cc(N2CCOCC2)nc2ccccn12,1,train
c1ccc2c(OCCn3nc4ccccc4n3)cccc2c1,1,train
O=C1OC(c2ccccc2)=NC1=Cc1ccco1,1,train
C1=CC[C@H]2CCCCC2C1,1,train
C(=NC(N=Cc1ccco1)c1ccco1)c1ccco1,1,train
O=C(c1ccc2ccccc2c1)N1CCCC1,1,train
O=C(Nc1cccnc1)c1cc2c(ccc3ccccc32)o1,1,train
O=c1ccc2[nH+]c3ccccc3oc-2c1,1,train
O=C(NC1CC1)C1CCCCN1C(=O)c1ccoc1,1,train
O=C(N=Nc1ccccc1)NNc1ccccc1,1,train
O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,1,train
O=C(c1ccccc1)[C@H](Nc1ccccn1)c1ccccc1,1,train
O=C1OCC2c3cccc4[nH]cc(c34)CCN12,1,train
C1CCOC1,1,train
C1=COC(c2ccccc2)CC1,1,train
O=C(NCc1ccco1)C1CNc2ccccc2O1,1,train
c1ccc(-c2nc(-c3ccco3)[nH]c2-c2ccccc2)cc1,1,train
c1ccc(COc2ccc3[nH]c4n[nH]cc4c3c2)cc1,1,train
O=C(c1ccc(-c2ccccc2)cc1)N1CCCCC1,1,train
c1ccc(CNCc2cn[nH]c2-c2ccccc2)cc1,1,train
O=C1Nc2cccc3cccc(c23)N1,1,train
O=C(Nc1ccc2c(c1)OCO2)c1ccccc1,1,train
O=c1ncc2nccnc2[nH]1,1,train
c1ccc2oc(Nc3ncc4c(n3)CCCC4)nc2c1,1,train
O=C(NC=Cc1ccc[nH]1)c1ccccc1,1,train
C(#Cc1ccc2c(c1)OCO2)c1ccccc1,1,train
c1cnn(CN2CCN(Cn3cccn3)CC2)c1,1,train
O=C1[C@H]2C[C@@H]3C=C[C@@]2(CN1C1CCCC1)O3,1,train
O=C(COc1ccccc1)NCc1cccnc1,1,train
O=C(OC1CCCC1)c1ccc(-c2ccccc2)cc1,1,train
O=C(Nc1ccccc1)N1CCCc2ccccc21,1,train
O=c1ccn(C2OCC3OC32)c(=O)[nH]1,1,train
O=C(NCc1ccc2[nH]ccc2c1)c1ccccc1,1,train
O=C1CC2CCC3C=CC=CC3C2O1,1,train
O=C(COCC(=O)N1CCCC1)N1CCCC1,1,train
c1ccc(CN2CCN(C3CCCC3)CC2)cc1,1,train
O=C(Nc1ccccc1)c1cnc2ccccc2n1,1,train
c1ccn(-c2ccncc2)c1,1,train
C(=NNC1=NCCc2ccccc21)c1ccncc1,1,train
O=C1[C@@H]2CC=CC[C@H]2C(=O)N1Cc1ccccc1,1,train
O=C(c1cc(-c2ccco2)n[nH]1)N1CCOCC1,1,train
O=C(NCCC1OCCO1)Nc1ccccc1,1,train
O=C(/C=C/c1ccc2c(c1)OCO2)N1CCNCC1,1,train
c1ccc2c(c1)nc(N1CCCCCC1)c1nncn12,1,train
N=C1CCCc2noc(Cc3cccc4ccccc34)c21,1,train
O=C(Cn1nnc(-c2ccccc2)n1)NN=C1CCCC1,1,train
O=C(NC=C/C=C/c1ccccc1)c1ccccc1,1,train
C(#CC1(N2CCCCC2)CCCCC1)c1ccccc1,1,train
c1ccc(-c2cc(-c3ccccc3)[nH]n2)cc1,1,train
O=C(CC(=O)NN=C1CCCCC1)NCc1ccccc1,1,train
O=C(c1ccc(-n2cccc2)cc1)N1CCCCC1,1,train
O=C(c1cnc2ccccc2n1)c1ccco1,1,train
O=C(CNc1ccccc1)c1ccccc1,1,train
c1ccc2c(CCN3CCCC3)c[nH]c2c1,1,train
O=C1CCC2[C@@H](CC[C@H]3[C@@H]4CCCC4CC[C@H]23)C1,1,train
O=C(NC[C@H]1CCCO1)C1CCNCC1,1,train
O=C(Nc1ccccn1)c1ccc(-c2ccccc2)cc1,1,train
O=C1Nc2ccccc2C1=NOC(=O)c1ccccc1,1,train
O=C(COc1ccccc1)NN=CC1CC1,1,train
O=c1[nH]c(=O)c2[nH+]cc(-c3ccccc3)nc2[nH]1,1,train
O=C(C1CCNCC1)N1CCNCC1,1,train
c1ccc2c(c1)nc(NC[C@H]1CCCO1)c1nncn12,1,train
C1CCC(CCNCCC2CCCCC2)CC1,1,train
O=C(CCn1cccn1)Nc1ccon1,1,train
O=C1C=CC(=NOC(=O)C2C=CC=C2)C=C1,1,train
c1ccc2c(c1)COCC21CCCC1,1,train
C1CCCN(C2CCNCC2)CC1,1,train
C=C1CCC(OC(=O)c2ccccc2)CC1,1,train
O=C1C[C@@H](NCCc2ccccn2)C(=O)N1c1ccccc1,1,train
O=C(NN1C(=O)c2ccccc2C1=O)[C@H]1C[C@@H]2CC[C@H]1C2,1,train
O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,1,train
O=C1COc2ccc3ccc(=O)oc3c2C1,1,train
C1=CC2CCOC(C1)C2,1,train
c1ccc2c3c(ccc2c1)C1CCCC1CC3,1,train
O=C(C=Cc1ccccc1)Nc1ccccn1,1,train
C1CCC(OCCC2CO2)OC1,1,train
c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,1,train
c1ccc(Cn2ncc3c(N4CCCCC4)ncnc32)cc1,1,train
c1ccc2nc(N3CCCCCC3)ccc2c1,1,train
c1ccc(CCNNCCc2ccccc2)cc1,1,train
c1ccc(COc2ccc(OCCn3ccnc3)cc2)cc1,1,train
c1ccc(CC(c2ccccc2)c2ccccc2)cc1,1,train
c1cc2c3c(c[nH]c3c1)C[C@@H]1NCCC[C@@H]21,1,train
O=c1c2ccccc2cnn1CCOc1ccccc1,1,train
O=C(C=Cc1ccccc1)n1cnc2ccccc21,1,train
O=C(C=Cc1ccccc1)OCC(=O)c1ccccc1,1,train
O=C(c1ccccc1)N1CCn2c(nc3ccccc32)C1,1,train
O=C1C=CN2CC3CNCC(C3)C2C1,1,train
c1coc(-c2ccnc(-c3ccncc3)c2)c1,1,train
O=C1CCC2C3Cc4cccc5c4C2(CN3)C1O5,1,train
O=c1cc(N2CCCCC2)c1=O,1,train
N=C1CCCc2onc(Cc3cccc4ccccc34)c21,1,train
O=C(OC1CCNC1)N(c1ccccc1)c1ccccc1,1,train
O=C(CCC(=O)c1ccccc1)Nc1ccccc1,1,train
c1ccc(-c2cc(CCN3CCCCC3)no2)cc1,1,train
O=C(NN=C1CCCCC1)C(=O)NN=C1CCCCC1,1,train
c1cnc(N2CCNCC2)cn1,1,train
O=C(NCc1ccccn1)N1CCOCC1,1,train
O=C(NN=C1CCCCCC1)C1CC1c1ccccc1,1,train
C1=C[C@@]23CCNCc4cccc(c42)O[C@H]3CC1,1,train
C=C1c2ccccc2CNc2ccccc21,1,train
c1ccc(Nc2ncnc(Nc3ccccc3)n2)cc1,1,train
c1ccc(OCc2cccnc2)cc1,1,train
c1cnc(-n2cccn2)nc1,1,train
O=C(Nc1ncccn1)c1ccco1,1,train
O=C(CNC(=O)c1ccccc1)NN=Cc1ccccc1,1,train
c1ccc(O[C@H]2OCCO[C@@H]2Oc2ccccc2)cc1,1,train
O=C1CC2=C(CCCC2)[C@@H](c2ccccc2)O1,1,train
c1ccc2c(-c3cncc4ccccc34)cncc2c1,1,train
c1ccc2cc(CN3CCOCC3)ccc2c1,1,train
